Reference Type,Author,Year,Title,Place Published,Publisher,Volume,Number of Volumes,Number of Pages,Editor,Edition,Translator,ISBN,DOI,Reprint Edition,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book,"Begheyn, Paul",2008,Jan van Kilsdonk: Portret van een hartstochtelijk pastor,Nijmegen,Valkoff Pers,,,109,,,,9789056252861|9056252860,,,http://worldcat.org/oclc/783445271,,,20th century|21st century,Biography|Ministries -- Pastoral Activities,Europe -- Netherlands -- Amsterdam,"Kilsdonk, Johannes Cornelius Josephus van, 1917–2008",Biografische schets van de landelijk bekende en door velen zeer gewaardeerde Amsterdamse studentenpastor (1917–2008).,,,,,Dutch,CULL|REVIEW
Book,"Begheyn, Paul",2009,Jan Toorop: Autobiografische herinneringen 1858–1886 zoals gedicteerd aan Anton Reichling SJ in 1927,Zwolle,Waanders,,,120,,,,9789040085437|9040085439,,,http://worldcat.org/oclc/316226717,,,20th century,Biography|Writings -- Autobiographies,Europe -- Netherlands,"Reichling, Anton, 1898–1986",,,,,,Dutch,CULL|REVIEW
Book,"Begheyn, Paul",2014,Jesuit Books in the Dutch Republic and its Generality Lands 1567–1773: A Bibliography,Leiden; Boston,Brill,,,472,,,,9789004270602|9789004272057,10.1163/9789004272057,,www.worldcat.org/oclc/881417010,http://booksandjournals.brillonline.com/content/books/9789004272057,,16th century|17th century|18th century,History of Books -- Bibliographies|History -- Regional,Europe -- Netherlands,,"This book gives a detailed description of all books, published in the Dutch Republic and its Generality Lands between 1567 and 1773 – the year in which the Society of Jesus was suppressed by Pope Clement XIV for political reasons –, written by Jesuits from the Low Countries and elsewhere. Locations of the books are given, as far as possible, as well as bibliographical sources. Many of these publications are pirate editions, mainly from France and Germany. Technical and historical introductions precede this bibliography, and several indexes and registers conclude this work. The titles show the areas in which Jesuits have been active, and indicate their influence in many fields. A similar work has never been attempted before.",,,,,English,KEEP|REVIEW
Book,"Bègue, Alain",2011,"Les jésuites en Espagne et en Amérique espagnol, 1565–1615: Pouvoir et religion",Paris,CNED: Presses Universitaires de France,,,210,,,,9782130591207|2130591205,,,http://www.worldcat.org/oclc/779693006,,,16th century|17th century,Foreign Missions,Europe -- Spain|North America|South America,,,,,,,French,CULL|REVIEW
Book,"Beierwaltes, Werner|Balthasar, Hans Urs von|Haas, Alois M.",2009,Grundfragen der Mystik,Einsiedeln,Johannes,,,106,,3rd,,9783894110871|3894110872,,,http://worldcat.org/oclc/827090466,,,20th century,Theology|Spirituality -- Mysticism,,"von Balthasar, Hans Urs, 1905–1988",,"Papers presented at a joint conference of the Marie Gretler-Stiftung, Zürich, and the Philosophische Gesellschaft, Zürich, held Feb. 1-2, 1974.|Original Publication:  1974",,,,German,CULL|REVIEW
Book,"Beierwaltes, Werner|Balthasar, Hans Urs von|Haas, Alois M.",2014,Sin bi ju ui ui geun bon mun je [신비주의의 근본 문제],Seoul,Catholic University Press [가톨릭대학출판부],,,127,,,,9788971082621|8971082623,,,http://worldcat.org/oclc/935504847,,,20th century,Theology -- Spirituality|Spirituality -- Mysticism,,"von Balthasar, Hans Urs, 1905–1988",,Translation of Grundfragen der Mystik.,,"지음, 베르너 바이어발테스|한스 우르스 폰 발타사르|알로이스 M. 하스",,Korean,CULL|REVIEW
Book,"Bell, Ian B.",2008,The Relevance of Bernard Lonergan's Notion of Self-Appropriation to a Mystical-Political Theology,New York,Peter Lang,,,"ix, 221",,,,1453903100|9781453903100,,,http://worldcat.org/oclc/778273974,,,20th century,Philosophy -- Theory of Knowledge|Philosophy -- Ethics|Theology -- Politics|Spirituality -- Mysticism,,"Lonergan, Bernard J. F., 1904–1984",,,,,,English,CULL|REVIEW
Book,"Bellarmine, Robert",2008,A Commentary on the Book of Psalms,"Boonville, NY",Preserving Christian Publications,,,"ix, 382",,,"O'Sullivan, John",9780980208443|0980208440,,,http://worldcat.org/oclc/525070986,,,16th century|17th century,Theology -- Biblical -- Hermeneutics|History of Books -- Bible -- Psalms|Saints and Blessed,,"Bellarmino, Roberto Francesco Romolo, Saint, 1542–1621",,"Originally published in 1866 by: James Duffy & Co., Dublin & London. First reprinting 1999 by Preserving Christian Publications.",,,,English,CULL|REVIEW
Book,"Bellarmine, Robert",2009,Eternal Happiness of the Saints,"Potosi, WI",St. Athanasius,,,,,,,0981990150|9780981990156,,,http://worldcat.org/oclc/816563131,,,16th century|17th century,Theology -- Saints and Blessed,,"Bellarmino, Roberto Francesco Romolo, Saint, 1542–1621",,,,,,English,CULL|REVIEW
Book,"Bellarmine, Robert",2012,On the Eternal Happiness of the Saints,"St. Louis, MO",Institute of Jesuit Sources,,,"vii, 244","Kraszewski, Charles S.",,"Kraszewski, Charles S.",1880810794|9781880810798,,,http://www.worldcat.org/oclc/817562655,,,17th century,Writers|Devotion -- Saints and Blessed,,"Bellarmino, Roberto Francesco Romolo, Saint, 1542–1621",,,,,,English,CULL|REVIEW
Book,"Bellarmine, Robert",2015,De Romano pontifice,"Post Falls, ID",Mediatrix Press,,,"v, 319",,,"Grant, Ryan",9780692453643|0692453644,,,http://worldcat.org/oclc/944031443,,,16th century|17th century,Theology -- Scholasticism|Writings -- Theology|Theology -- Dogmatic|Theology -- Ecclesiology,,"Bellarmino, Roberto Francesco Romolo, Saint, 1542–1621",,"Translation into English of the first two books of ""De summo pontifice,"" which is the third section of volume one of ""De controversiis Christianae fidei, adversus huius temporis haereticos: Tribus tomis comprehensae,"" published in Ingolstadt, Germany, in 1588. Translated title: ""On the Roman Pontiff.",,,,English,CULL|REVIEW
Book,"Bellarmine, Robert",2015,De notis ecclesiae,"Post Falls, ID",Mediatrix Press,,,132,,,"Grant, Ryan",9780692368602|0692368604,,,http://worldcat.org/oclc/903090711,,,16th century|17th century,Theology -- Scholasticism|Writings -- Theology|Theology -- Dogmatic|Theology -- Ecclesiology,,"Bellarmino, Roberto Francesco Romolo, Saint, 1542–1621",,"Translated from the Latin of the 1857 Naples edition by Ryan Grant. Translated title: ""On the marks of the Church.",,,,English,CULL|REVIEW
Book,"Bellarmine, Robert",2015,A Commentary on the Book of Psalms,"San Bernardino, CA",Aeterna Press,,,696,,,"O'Sullivan, John",9781785164293|1785164295,,,http://worldcat.org/oclc/932506079,,,17th century,Theology -- Biblical -- Exegesis,,"Bellarmino, Roberto Francesco Romolo, Saint, 1542–1621",,"First published: Dublin; London: James Duffy and Co., 1866. Translated from the Latin.",,,,English,CULL|REVIEW
Book,"Bellelli, Fernando",2008,Cristocentrismo e storia: L'uso dell'analogia nella cristologia di Hans Urs von Balthasar,Bologna,ESD,,,344,,,,887094686X|9788870946864,,,http://worldcat.org/oclc/227017090,,,20th century,Theology -- Christology|Theology -- History,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Italian,CULL|REVIEW
Book,"Benoni Mazzoni, Luciano",2010,Pierre Teilhard de Chardin: Sacerdote del mondo e mistico della materia,Gorle,Velar,,,61,,,,9788801045390|8801045395|9788871355139|887135513X,,,http://worldcat.org/oclc/799543654,,,20th century,Biography|Spirituality -- Mysticism,,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,Italian,CULL|REVIEW
Book,"Benson, Pius",2007,The Church in the Theological Writings of Avery Dulles: Impulses for African Ecclesiology,Frankfurt am Main,Peter Lang,,,"xiv, 341",,,,9783631564929|3631564929|9783631564929,,,http://worldcat.org/oclc/164113325,,,20th century|21st century,Theology -- Ecclesiology|Theology -- Writings|Foreign Missions -- Theology,,"Dulles, Avery, 1918–2008",,"Originally published as author's thesis: Philosophisch-Theologische Hochschule Sankt Georgen, Frankfurt (Main), 2007.",,,,English,CULL|REVIEW
Book,"Bentz, Udo",2008,Jetzt ist noch Kirche: Grundlinien einer Theologie kirchlicher Existenz im Werk Karl Rahners,Innsbruck,Tyrolia,,,552,,,,9783702229191|3702229191,,,http://worldcat.org/oclc/234368598,,,20th century,Theology -- Ecclesiology,,"Rahner, Karl, 1904–1984",,"Ph.D. diss., Universität Freiburg (Breisgau), 2007.",,,,German,CULL|REVIEW
Book,"Berchier, Louis Antonin",2010,The Mysteries of the Mater Dei Façade at Macao,Macau,Enigmas,,,67,,,,9799993773305,,,http://worldcat.org/oclc/702559289,,,16th century|17th century,Foreign Missions -- Architecture -- Churches|Foreign Missions -- Arts -- Iconography,Asia -- China -- Macau,,,Published with the support of Instituo Cultural do Governo da R.A.E. de Macau.,,,,English,CULL|REVIEW
Book,"Berettari, Sebastiano|Lull Caspar, Peter|Frizon, Nicholas",2011,"The Lives of Father Joseph Anchieta, of the Society of Jesus; the Ven. Alvera von Virmundt, Religious of the Order of the Holy Sepulchre; and the Ven. John Berchmans, of the Society of Jesus",New York,Cambridge University Press,,,432,,,,9781108033763,,,http://www.worldcat.org/oclc/85886511,,,16th century,Saints and Blessed|Biography,South America -- Brazil|Europe -- Belgium,"Anchieta, José de, 1534–1597|Berchmans, John, Saint, 1599–1621","This book first appeared in 1849, during the renaissance of English Catholicism that followed the 1829 Relief Act. It contains three anonymous translations of early modern biographies. The first, published in Latin in Cologne in 1617 by Sebastiano Berettari, and translated here from an Italian manuscript version of 1670, focuses on the Jesuit missionary to Brazil Joseph Anchieta, praising his 'talent and diligence in human affairs' and his 'heroic virtues'. The second, based on Caspar Peter Lull's account published in both Latin and German in 1682, briefly describes the life of the nun Alvera of Virmundt as a model of female piety full of 'virtue and perfection'. The third is devoted to the Belgian Jesuit John Berchmans, remembered as a 'holy young man', and is translated from an 1826 Paris edition of a text published in 1706 by Nicholas Frizon (d. 1737).","|Original Publication:  London: T. Richardson and Son, 1849",,,,English,KEEP|REVIEW
Book,"Bernabéu, Albert Salvador",2008,"Expulsados del infierno: El exilio de los misioneros Jesuitas de la península Californiana, 1767–1768",Madrid,Consejo Superior de Investigaciones Científicas,,,196,,,,9788400086480|8400086481,,,http://worldcat.org/oclc/233136113,,,18th century,Foreign Missions -- Church History|Foreign Missions -- History -- Regional -- Suppression|Foreign Missions -- Historiography|Foreign Missions -- Biography,North America -- Mexico -- Baja California,,,,,,,Spanish,CULL|REVIEW
Book,"Bernabéu, Albert Salvador",2009,"El gran norte mexicano: Indios, misioneros y pobladores entre el mito y la historia",Seville,Consejo Superior de Investigaciones Científicas,,,398,,,,9788400088460|8400088468,,,http://worldcat.org/oclc/464747893,,,16th century|17th century|18th century|19th century|20th century|21st century,Foreign Missions -- History -- Regional,North America -- Mexico|North America -- USA,,,,,,,Spanish,CULL|REVIEW
Book,"Bernad, Miguel Anselmo",2006,Unusual and Ordinary: Biographical Sketches of Some Philippine Jesuits,"Diliman, Philippines",Jesuit Communications Foundation,,,"x, 249",,,,971030545X|9789710305452,,,http://worldcat.org/oclc/170205036,,,20th century|21st century,Foreign Missions -- Biographies|Foreign Missions -- History -- Regional,Asia -- Philippines,,,,,,,English,KEEP|REVIEW
Book,"Bernad, Miguel Anselmo",2007,"Benigno P. Dagani, S.J., 1903–1988: A Humble and Zealous Missionary in Mindanao","Quezon City, Philippines",Jesuit Communications Foundation,,,"xi, 162",,,,9710305484|9789710305483,,,http://worldcat.org/oclc/183926743,,,20th century,Foreign Missions -- Biography,Asia -- Philippines -- Mindanao,"Dagani, Benigno P., 1903–1988",,,,,,English,CULL|REVIEW
Book,"Bernad, Miguel Anselmo",2008,The Immortal Sea and Other Public Conversations,Cagayan de Oro City,Xavier University Press,,,"vii, 150",,,,9789719094050|9719094052,,,http://worldcat.org/oclc/781432787,,,18th century|19th century,Foreign Missions -- Church History|Foreign Missions -- Primary Sources -- Homilies|Foreign Missions -- Writings -- Interviews -- Faith,Asia -- Philippines,,,,,,,English,CULL|REVIEW
Book,"Bernal Parra, Fernando",2010,La búsqueda del absoluto en el mundo: El mundo y Dios en el pensamiento de Teilhard de Chardin,Medellín,Universidad Pontificia Bolivariana,,,189,,,,9789586968447|9586968448,,,http://worldcat.org/oclc/849906077,,,20th century,Theology|Philosophy -- Religion,,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,Spanish,CULL|REVIEW
Book,"Bernard, Henri|Humbertclaude, Pierre|Prunier, Maurice",2011,Présences occidentales au Japon: Du siècle chrétien à la réouverture du XIXe siècle,Paris,Cerf,,,432,"Marquet, Christophe",,,9782204085250|2204085251,,,http://www.worldcat.org/oclc/754987568,,,19th century,Foreign Missions,Asia -- Japan,,,,,,,French,CULL|REVIEW
Book,"Bernat Vistarini, Antonio|Cull, John T.|Sajó, Tamás",2011,Book of Honors for Empress Maria of Austria - Composed by the College of the Society of Jesus of Madrid on the Occasion of Her Death (1603),Philadelphia,Saint Joseph's University Press,,,240,,,,9780916101732|0916101738,,,,,,16th century|17th century,Arts -- Emblems,Europe -- Spain,,"The Book of Honors for Empress María of Austria is a chronicle of the remarkable celebrations organized by the Jesuit Colegio de San Pedro y San Pablo in Madrid to honor the piety and generosity of its major benefactor after her death in 1603. María bequeathed virtually the whole of her estate to the Jesuits in Madrid, including a parcel of land where the Jesuit Fathers built their new College, opened in 1608. The Jesuits of Madrid educated the likes of Lope de Vega, Calderón de la Barca, Francisco de Quevedo, and many other illustrious Spaniards from all walks of life. María de Austria's legacy, therefore, was to have an enormous impact on Spanish Golden Age literature and culture.||Following the conventions of the highly specialized genre of royal funeral exequies, the Book of Honors includes an encomiastic dedication by the Rector of the College to the house of Austria and to María's daughter, Margaret of Austria, like her mother, a nun of the Discalced Order of St. Clara of Madrid. This is followed by a description of the catafalque and the decoration of the church. The book then reproduces a lengthy Latin prayer delivered by the Jesuit theologian Juan Luis de la Cerda. The funeral sermon follows, preached by the Jesuit Jerónimo de Florencia.||While much of the rest of the book consists of an anthology of the poems crafted by the Jesuit Fathers and their pupils to honor the empress, the most unique and interesting aspect of the book is the description and reproduction of the 36 hieroglyphs or emblems that were mounted on the walls of the church as part of the decorative iconographical program. They were intended as visual reinforcements for the main points of the funeral sermon, resulting in a highly original interconnection between the spoken word and the visual appeal of the series of emblematic images.||This English translation of the Libro de las honras makes available to a wide public this important and little-known manifestation of the genre of emblematic funeral honors. This book helps illuminate the Jesuit predilection for ""preaching to the eyes"" by mounting celebrations with public displays of poetry and emblematic illustrations, a particularly effective pedagogical technique exploited by the Society of Jesus in its schools almost from its very inception. What makes the Book of Honors especially important, however, is that it is the first book of its type in Spain to include illustrations of the royal exequies. The Book of Honors for Empress María of Austria will appeal to historians of seventeenth-century Spain, art historians, emblem scholars, students of Spanish Golden Age literature, those interested in sacred oratory, and scholars interested in the history of Catholicism and the Jesuit Order.||Publication of the book was assisted by a grant from the Program for Cultural Cooperation between Spain's Ministry of Culture and United States Universities.","2011024461|Libro de las honras que hizo el Colegio de la Copañía de Jesús de Madrid, a la M.C. de la Emperatriz Doña María de Austria ... English.|a translation with an introductory study and facsimile of the emblems prepared by Antonio Bernat Vistarini, John T. Cull, and Tamás Sajó.|ill. ; 27 cm.|Translated from the Spanish.|Includes bibliographical references and index.|Early modern Catholicism and the visual arts series ; v. 5.",,,,English,KEEP|REVIEW
Book,"Berrigan, Daniel",2007,To Dwell in Peace: An Autobiography,"Eugene, Oregon",Wipf and Stock,,,356,,2nd,,1556354738|9781556354731,,,http://worldcat.org/oclc/307596569,,,20th century|21st century,Politics -- Pacifism|Biography,North America -- USA,"Berrigan, Daniel, 1921–2016",The personal narrative of the Jesuit priest's commitment to the struggle for peace and justice and as the conscience of the antiwar movement.,"|Original Publication:  New York: Harper Row, 1987",,,,English,KEEP|REVIEW
Book,"Berrigan, Daniel",2009,Essential Writings,"Maryknoll, NY",Orbis,,,285,"Dear, John",,,9781570758379|1570758379,,,http://worldcat.org/oclc/373050988,,,20th century,Biography|Spirituality -- Writings|Literature -- Poetry,North America -- USA,"Berrigan, Daniel, 1921–2016|Dear, John, 1959–","Daniel Berrigan is a Jesuit priest, poet, and peacemaker, whose words and actions over the past 50 years have offered a powerful witness to the God of Life. Fr. Berrigan, along with his brother Philip, was one of the Catonsville 9, arrested and imprisoned in 1968 for destroying draft files in a protest against the Vietnam War. But this was only one step along a journey of faith. Through this selection from his many books, journals, poems, and homilies, a chronicle of Fr. Berrigan's life and work unfolds, from the early steps in his vocation, to his decision to cross the line and go to prison, his ongoing witness for peace, and his extraordinary commentaries on scripture and the life of radical discipleship.--Jacket.",,,,,English,KEEP|REVIEW
Book,"Bertrand, Dominique",2007,Pierre Favre: Un portrait,Brussels,Lessius,,,365,,,,9782872991563|2872991565,,,http://worldcat.org/oclc/123228625,,,16th century,Saints and Blessed|Biography,,"Favre, Pierre, 1506–1546",,,,,,French,CULL|REVIEW
Book,"Berzosa Martínez, Miguel",2009,Ignatius of Loyola: The Life of a Saint,Adelaide,ATF,,,64,,,"Edwards, Brian",9781921511646|192151164|1921511648|192151164,,,http://worldcat.org/oclc/819695678,,,16th century,Ignatius of Loyola -- Biography,Europe,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,English,CULL|REVIEW
Book,"Berzosa Martínez, Miguel",2009,Ignác z Loyoly,Olomouc,Refugium Velehrad-Roma,,,64,,,,9788074120299|8074120295,,,http://worldcat.org/oclc/455851739,,,16th century,Ignatius of Loyola -- Biography,Europe,"Ignatius, of Loyola, Saint, c.1491–1556",,Translated from Spanish,,,,Czech,CULL|REVIEW
Book,"Beschet, Paul",2005,Mission in Thüringen in der Zeit des Nationalsozialismus: ein Tatsachenbericht,"Erlangen, Killingerstr. 120",H. Mittelmeyer,,,,,,,3929413892 9783929413892,,,http://www.worldcat.org/oclc/76647961,,,,Politics -- Nazism|History -- Regional,,,Berichtet vom geistigen Widerstand junger Christen gegen die Zerstörung der Menschenwürde durch die Nazis und von der Christenverfolgung in Deutschland während des 2. Weltkrieges.,,,,,German,CULL|REVIEW
Book,"Beste, Jennifer Erin",2007,God and the Victim: Traumatic Intrusions on Grace and Freedom,Oxford,Oxford University Press,,,"viii, 164",,,,9780195311099|0195311094,,,http://worldcat.org/oclc/76261891,,,20th century,Theology -- Soteriology|Theology -- Theodicy,,"Rahner, Karl, 1904–1984",,,,,,English,CULL|REVIEW
Book,"Bettendorff, João Felipe",2008,Crônica da missão dos padres da Companhia de Jesus no estado do Maranhão,"Imeratriz, Brazil",Ética,,,496,,3rd,,9788588172272|8588172275,,,http://worldcat.org/oclc/748682969,,,16th century|17th century|18th century|19th century|20th century,Foreign Missions -- History -- Politics -- Regional|Foreign Missions -- Colonialism|Foreign Missions -- Rural Missions,South America -- Brazil -- Maranhão,"Bettendorff, Johann Philipp, 1627–1698",,"Previously published: 2a ed., Belém: Fundação Cultural do Pará Tancredo Neves: Secretaria de Estado da Cultura, 1990. Originally published: 1a ed., Rio de Janiero: IHGB, 1910.|Original Publication:  1910",,,,Portuguese,CULL|REVIEW
Book,"Bettendorff, João Felipe",2010,Crônica da missão dos padres da Companhia de Jesus no estado do Maranhão,Brasília,Senado Federal,,,"lxxvi, 803",,,,9788570182678|8570182678,,,http://worldcat.org/oclc/767949725,,,17th century,Foreign Missions -- Primary Sources -- Reports,South America -- Brazil -- Maranhão,"Bettendorff, Johann Philipp, 1627–1698",,"|Original Publication:  Rio de Janeiro, Imprensa Nacional, 1910",,,,Portuguese,CULL|REVIEW
Book,"Biallowons, Simon|Meeus, Wouter|Geeraerts, Glenn",2013,Franciscus: De nieuwe paus,Averbode,Altiora,,,158,,,,9789031737543 |9031737542 |9789021143484 |9021143488,,,,,,20th century|21st century,Papacy,,"Francis, Pope, 1936–",Journalistieke reportage over de in 2013 gekozen paus Franciscus en de uitdagingen waarvoor hij staat.,,,,,Dutch,CULL|REVIEW
Book,Tian zhu jiao ye su hui bian,2006,Yesu hui tuan ti qi dao shou ce [耶穌會團體祈禱手冊],Taipei,Guang qi wen hua shi ye,,,141,,,,9575465768|9789575465766,,,http://worldcat.org/oclc/213122380,,,16th century|17th century|18th century|19th century|20th century|21st century,Spirituality -- Prayer|Writings,Asia -- China|Asia -- Taiwan,,,,,天主教耶穌會編,Community prayer,Chinese,CULL|REVIEW
Book,"Bidlack, Bede Benjamin",2015,"In Good Company: The Body and Divinization in Pierre Teilhard de Chardin, SJ and Daoist Xiao Yingsou",Leiden: Boston,Brill,,,"xviii, 236",,,,9789004288515|9789004288522,10.1163/9789004288522,,www.worldcat.org/oclc/903489231,http://booksandjournals.brillonline.com/content/books/9789004288522,,20th century,Theology -- Interreligious Dialogue,,"Teilhard de Chardin, Pierre, 1881–1955","In Good Company answers a question that has confounded Christian theologians: What is the nature of the body that will enjoy resurrection at the end of time? In this exciting work of comparative theology, Bede Benjamin Bidlack derives a theory of the body from the French Jesuit, Pierre Teilhard de Chardin, by putting him in dialogue with the Song Dynasty Daoist Xiao Yingsou. In addition to its contribution to comparative theology, In Good Company offers the first translation of the preface of Xiao’s commentary on the Duren jing in a Western language, as well as a careful explication of the provocative mountain diagram therein. Bidlack presents an original contribution for both scholars of Christian theology and Chinese religion.",,,,,English,KEEP|REVIEW
Book,"Bieś, Andrzej Paweł",2012,Jan Badeni SJ (1858–1899): U początków ruchu społecznego katolików w Galicji,Cracow,WAM,,,393,,,,9788376141176|8376141171,,,http://www.worldcat.org/oclc/827936891,,,19th century,Social Apostolate,Europe -- Poland|Europe -- Ukraine,"Badeni, Jan, 1858–1899",,,,,,Polish,CULL|REVIEW
Book,"Biès, Jean",2006,Les grands initiés du XXe siècle: Trente voies pratiques de réalisation,Paris,OXUS,,,252,,,,2848980559|9782848980553,,,http://worldcat.org/oclc/421125469,,,20th century,Philosophy |Spirituality|Sciences -- Evolution|Theology |Biography -- Intellectual,,"Teilhard de Chardin, Pierre, 1881–1955","Il y a eu les fondateurs: Krishna, Moïse, Bouddha, Zoroastre, Jésus, Mohammed...Et dans les siècles qui ont suivi, d'autres hommes ont pris le relais. Des chercheurs de vérité, des porteurs d'Esprit, capables d'indiquer une voie pour nourrir notre part la plus secrète, celle qui nous relie à l'invisible. Dans notre siècle matérialiste, ils sont plus présents que jamais, Mystiques ou prophètes, philosophes ou clairvoyants, sages ou éveilleurs d'âmes, ils appartiennent à des religions différentes, à des civilisations différentes. Ils nous invitent à autre chose et parlent toujours de nous-mêmes. Avec eux, faisons de la spiritualité la grande aventure de l'homme. Vivons celle-ci dans le judaïsme avec Martin Buber, dans le catholicisme avec Teilhard de Chardin, dans le christianisme orthodoxe avec Berdiaev, dans le soufisme avec Idries Shah. Allons plus loin dans l'hindouisme avec Krishnamurti, dans le bouddhisme avec le Dalaï-Lama. Explorons d'autres voies: celles d'Arnaud Desjardin, de René Guénon, de Rudolf Steiner, de Gurdjieff, de Jung...Hampaté Bâ nous initiera à l'animisme africain, Héhaka Sapa au chamanisme nord-américain. Trente initiés contemporains–dont Jean Biès analyse la vie et le message - répondent à notre quête. Pour mieux vivre notre présent.",,,,,French,CULL|REVIEW
Book,"Bikfalvi, Géza",2009,Jezsuiták Magyarországon és a világ más részein: Mozaikok a jezsuita rend múltjából,Budapest,Historia Ecclesiastica Hungarica Alapítvány,,,192,,,,9789639662377|9639662372,,,http://worldcat.org/oclc/749675968,,,16th century|17th century|18th century|19th century|20th century|21st century,History -- Regional|Prosopography,Europe -- Hungary,,,,,,,Hungarian,CULL|REVIEW
Book,"Bikfalvi, Géza",2011,Mindent Isten nagyobb dicsoségére: Tanulmányok a jezsuita rend történetébol,Budapest,METEM,,,232,,,,9789639662506|963966250X,,,http://www.worldcat.org/oclc/775100882,,,16th century|17th century|18th century|19th century|20th century,History,Europe -- Hungary,,,,,,,Hungarian,CULL|REVIEW
Book,"Bini, Salvatore",2011,Onofrio Paradiso apostolo del Salento: Ricerca sul celebre padre gesuita e sul suo tempo,Salerno,ARCI Postiglione,,,255,,,,9788890456954|8890456957,,,http://www.worldcat.org/oclc/760988134,,,18th century,History -- Regional|Biography,Europe -- Italy,"Paradiso, Onofrio, 1704–1761",,,,,,Italian,CULL|REVIEW
Book,"Binimelis, Antonio",2006,El legado jesuitico en Villa Carlos Paz y obra del Hno. Font S.J.,Villa Carlos Paz,Quo Vadis,,,145,,,,9789871292257|9871292252,,,http://worldcat.org/oclc/213883467,,,19th century|20th century,Foreign Missions -- History -- Local|Foreign Missions -- Biography,South America -- Argentina -- Villa Carlos Paz,"Font, Antonio, active 20th–21st century",,,,,,Spanish,CULL|REVIEW
Book,"Biré, Laure de",2008,Vivre en relation avec Jésus: Un parcours avec Karl Rahner,Montreal,Médiaspaul,,,198,,,,9782894207543|2894207549,,,http://worldcat.org/oclc/214716298,,,20th century,Theology -- Christology|Theology -- Anthropology|Spirituality -- Prayer,,"Rahner, Karl, 1904–1984",,"Presented originally as M.A. thesis, Université de Montréal, 2006 under the title: ""La relation de la personne chrétienne avec Jésus, une approche de la christologie de Karl Rahner.",,,,French,CULL|REVIEW
Book,"Birot, Antoine",2009,La dramatique trinitaire de l'amour: Pour une introduction à la théologie trinitaire de Hans Urs von Balthasar et Adrienne von Speyr,Paris,Parole et Silence-Lethielleux,,,223,,,,9782283610923|2283610923,,,http://worldcat.org/oclc/658853430,,,20th century,Theology -- Trinity,,"von Balthasar, Hans Urs, 1905–1988",,,,,,French,CULL|REVIEW
Book,"Blackburn, Carole",2000,"Harvest of Souls: The Jesuit Missions and Colonialism in North America, 1632–1650",Montreal,McGill-Queen's University Press,,,"x, 173",,,,0773520473|9780773520479,,,http://worldcat.org/oclc/43276911,,,17th century,Foreign Missions -- History -- Regional|Foreign Missions -- Evangelization -- Strategies,North America -- Canada -- Québec,"Brébeuf, Jean de, Saint, 1593–1649",,,,,,English,KEEP|REVIEW
Book,"Blackfan, John",2008,"Los anales de Blackfan: Latin, English, Español",Valladolid,Royal English College,,,"xliv, 266",,,"Griffiths, Alan|Langham, Mark|Garcés, Pilar",,,,http://worldcat.org/oclc/656134897,,,19th century,Education -- Colleges -- History -- Local|Education -- Colleges -- Historiography|Historiography -- Writings -- Annals,Europe -- Spain -- Valladolid,"Blackfan, John, 1560–1641|Persons, Robert, 1546–1610|Pollen, John Hungerford, 1858–1925","Father John Blackfan, S.J., (1560–1641) was one of the first three students assigned to the recently founded English College of St. Alban at Valladolid, arriving in 1589. During his life, he would also serve as the college's minister and rector. The Annals, written in Latin, provide a history of the early years of the college. The Latin text of the original manuscript was first published by J.H. Pollen in his edition of Annales Collegii S. Albani in Oppido Valesoleti (Roehampton, 1899), but this is the first editon with translations into English and Spanish.","Printed ... in an edition of 150 copies, of which 50 are for presentation.--title page verso.|""The source text used has been the Latin transcription of 1891.""--p. xliii.|Latin to English translation by Alan Griffiths and Mark Langham; English to Spanish translation by Pilar Garcés.--p. v.|Text in English, Spanish, and Latin; editorial materials in English and Spanish.|Original Publication:  Roehampton, 1899",,,The Blackfan annals,English,CULL|REVIEW
Book,"Blackwell, Richard J.",2006,Behind the Scenes at Galileo's Trial: Including the First English Translation of Melchior Inchofer's Tractatus syllepticus,"Notre Dame, IN",University of Notre Dame Press,,,"xiii, 245",,,,0268022011|9780268022013,,,http://worldcat.org/oclc/70045755,,,16th century|17th century,Sciences -- History of Science -- Scientific Revolution|Controversies -- Trials|Sciences -- Astronomy|Writings -- Treatises,Europe,"Inchofer, Melchior, c.1585–1648|Scheiner, Christoph, 1575–1650","Blackwell's new contribution to the Galileo affair"" concerns the official theological position against Galileo. The centerpiece of his project is the treatise entitled Tractatus syllepticus, written by Melchior Inchofer, S.J., whose judgment of the orthodoxy of Galileo's Dialogue had been requested earlier by the Holy Office and was then incorporated into the proceedings of the trial. At the time, Inchofer's judgment against Galileo's book was both detailed and harsh. That judgment formed the basis for Inchofer's subsequent Tractatus, the first English translation of which is included in this volume. Inchofer's text provides a new and fascinating way of looking at the defense of the guilty verdict. Blackwell's analysis of this material greatly enriches our knowledge of Galileo and his trial.""--Jacket.",,,,,English,CULL|REVIEW
